Year,Category,Date,Book Title,Author,source
1955,Fiction,,No Time for Sergeants,"Hyman, Mac",scraper_virginia
1955,Fiction,,The Tontine,"Costain, Thomas B.",scraper_virginia
1955,Fiction,,Ten North Frederick,"O'Hara, John",scraper_virginia
1956,Fiction,,Don't Go Near the Water,"Brinkley, William",scraper_virginia
1956,Fiction,,The Last Hurrah,"O'Connor, Edwin",scraper_virginia
1956,Fiction,,Peyton Place,"Metalious, Grace",scraper_virginia
1956,Fiction,,Auntie Mame,"Dennis, Patrick",scraper_virginia
1956,Fiction,,Eloise,"Thompson, Kay",scraper_virginia
1956,Fiction,,Andersonville,"Kantor, MacKinlay",scraper_virginia
1956,Fiction,,A Certain Smile,"Sagan, Francoise",scraper_virginia
1956,Fiction,,The Tribe That Lost Its Head,"Monsarrat, Nicholas",scraper_virginia
1956,Fiction,,The Mandarins,"de Beauvoir, Simone",scraper_virginia
1956,Fiction,,Boon Island,"Roberts, Kenneth",scraper_virginia
1957,Fiction,,By Love Possessed,"Cozzens, James Gould",scraper_virginia
1957,Fiction,,Peyton Place,"Metalious, Grace",scraper_virginia
1957,Fiction,,Compulsion,"Levin, Meyer",scraper_virginia
1957,Fiction,,"Rally Round the Flag, Boys!","Shulman, Max",scraper_virginia
1957,Fiction,,Blue Camellia,"Keyes, Frances Parkinson",scraper_virginia
1957,Fiction,,Eloise in Paris,"Thompson, Kay",scraper_virginia
1957,Fiction,,The Scapegoat,"du Maurier, Daphne",scraper_virginia
1957,Fiction,,On the Beach,"Shute, Nevil",scraper_virginia
1957,Fiction,,Below the Salt,"Costain, Thomas B.",scraper_virginia
1957,Fiction,,Atlas Shrugged,"Rand, Ayn",scraper_virginia
1958,Fiction,,Doctor Zhivago,"Pasternak, Boris",scraper_virginia
1958,Fiction,,Anatomy of a Murder,"Traver, Robert",scraper_virginia
1958,Fiction,,Lolita,"Nabokov, Vladimir",scraper_virginia
1958,Fiction,,Around the World with Auntie Mame,"Dennis, Patrick",scraper_virginia
1958,Fiction,,From the Terrace,"O'Hara, John",scraper_virginia
1958,Fiction,,Eloise at Christmastime,"Thompson, Kay",scraper_virginia
1958,Fiction,,Ice Palace,"Ferber, Edna",scraper_virginia
1958,Fiction,,The Winthrop Woman,"Seton, Anya",scraper_virginia
1958,Fiction,,The Enemy Camp,"Weidman, Jerome",scraper_virginia
1958,Fiction,,Victorine,"Keyes, Frances Parkinson",scraper_virginia
1959,Fiction,,Exodus,"Uris, Leon",scraper_virginia
1959,Fiction,,Doctor Zhivago,"Pasternak, Boris",scraper_virginia
1959,Fiction,,Hawaii,"Michener, James A.",scraper_virginia
1959,Fiction,,Advise and Consent,"Drury, Allen",scraper_virginia
1959,Fiction,,Lady Chatterley's Lover,"Lawrence, D. H.",scraper_virginia
1959,Fiction,,The Ugly American,"Lederer, William J. and Eugene L. Burdick",scraper_virginia
1959,Fiction,,Dear and Glorious Physician,"Caldwell, Taylor",scraper_virginia
1959,Fiction,,Lolita,"Nabokov, Vladimir",scraper_virginia
1959,Fiction,,Mrs. 'Arris Goes to Paris,"Gallico, Paul",scraper_virginia
1959,Fiction,,Poor No More,"Ruark, Robert",scraper_virginia
1960,Fiction,,Advise and Consent,"Drury, Allen",scraper_virginia
1960,Fiction,,Hawaii,"Michener, James A.",scraper_virginia
1960,Fiction,,The Leopard,"di Lampedusa, Giuseppe",scraper_virginia
1960,Fiction,,The Chapman Report,"Wallace, Irving",scraper_virginia
1960,Fiction,,Ourselves To Know,"O'Hara, John",scraper_virginia
1960,Fiction,,The Constant Image,"Davenport, Marcia",scraper_virginia
1960,Fiction,,The Lovely Ambition,"Chase, Mary Ellen",scraper_virginia
1960,Fiction,,The Listener,"Caldwell, Taylor",scraper_virginia
1960,Fiction,,Trustee from the Toolroom,"Shute, Nevil",scraper_virginia
1960,Fiction,,Sermons and Soda-Water,"O'Hara, John",scraper_virginia
1961,Fiction,,The Agony and the Ecstasy,"Stone, Irving",scraper_virginia
1961,Fiction,,Franny and Zooey,"Salinger, J. D.",scraper_virginia
1961,Fiction,,To Kill a Mockingbird,"Lee, Harper",scraper_virginia
1961,Fiction,,Mila 18,"Uris, Leon",scraper_virginia
1961,Fiction,,The Carpetbaggers,"Robbins, Harold",scraper_virginia
1961,Fiction,,Tropic of Cancer,"Miller, Henry",scraper_virginia
1961,Fiction,,Winnie Ille Pu,"Lenard, Alexander, trans.",scraper_virginia
1961,Fiction,,Daughter of Silence,"West, Morris",scraper_virginia
1961,Fiction,,The Edge of Sadness,"O'Connor, Edwin",scraper_virginia
1961,Fiction,,The Winter of Our Discontent,"Steinbeck, John",scraper_virginia
1962,Fiction,,Ship of Fools,"Porter, Katherine Anne",scraper_virginia
1962,Fiction,,Dearly Beloved,"Lindbergh, Anne Morrow",scraper_virginia
1962,Fiction,,A Shade of Difference,"Drury, Allen",scraper_virginia
1962,Fiction,,Youngblood Hawke,"Wouk, Herman",scraper_virginia
1962,Fiction,,Franny and Zooey,"Salinger, J. D.",scraper_virginia
1962,Fiction,,Fail-Safe,"Burdick, Eugene and Harvey Wheeler",scraper_virginia
1962,Fiction,,Seven Days in May,"Knebel, Fletcher and Charles W. Bailey II",scraper_virginia
1962,Fiction,,The Prize,"Wallace, Irving",scraper_virginia
1962,Fiction,,The Agony and the Ecstasy,"Stone, Irving",scraper_virginia
1962,Fiction,,The Reivers,"Faulkner, William",scraper_virginia
1963,Fiction,,The Shoes of the Fisherman,"West, Morris L.",scraper_virginia
1963,Fiction,,The Group,"McCarthy, Mary",scraper_virginia
1963,Fiction,,"Raise High the Roof Beam, Carpenters, and Seymour--An Introduction","Salinger, J. D.",scraper_virginia
1963,Fiction,,Caravans,"Michener, James A.",scraper_virginia
1963,Fiction,,Elizabeth Appleton,"O'Hara, John",scraper_virginia
1963,Fiction,,Grandmother and the Priests,"Caldwell, Taylor",scraper_virginia
1963,Fiction,,City of Night,"Rechy, John",scraper_virginia
1963,Fiction,,The Glass-Blowers,"du Maurier, Daphne",scraper_virginia
1963,Fiction,,The Sand Pebbles,"McKenna, Richard",scraper_virginia
1964,Fiction,,The Spy Who Came in from the Cold,"Le Carre, John",scraper_virginia
1964,Fiction,,Candy,"Southern, Terry and Mason Hoffenberg",scraper_virginia
1964,Fiction,,Herzog,"Bellow, Saul",scraper_virginia
1964,Fiction,,Armageddon,"Uris, Leon",scraper_virginia
1964,Fiction,,The Man,"Wallace, Irving",scraper_virginia
1964,Fiction,,The Rector of Justin,"Auchincloss, Louis",scraper_virginia
1964,Fiction,,The Martyred,"Kim, Richard E.",scraper_virginia
1964,Fiction,,You Only Live Twice,"Fleming, Ian",scraper_virginia
1964,Fiction,,This Rough Magic,"Stewart, Mary",scraper_virginia
1964,Fiction,,Convention,"Knebel, Fletcher and Charles W. Bailey II",scraper_virginia
1965,Fiction,,The Source,"Michener, James A.",scraper_virginia
1965,Fiction,,Up the Down Staircase,"Kaufman, Bel",scraper_virginia
1965,Fiction,,Herzog,"Bellow, Saul",scraper_virginia
1965,Fiction,,The Looking Glass War,"Le Carre, John",scraper_virginia
1965,Fiction,,The Green Berets,"Moore, Robin",scraper_virginia
1965,Fiction,,Those Who Love,"Stone, Irving",scraper_virginia
1965,Fiction,,The Man with the Golden Gun,"Fleming, Ian",scraper_virginia
1965,Fiction,,Hotel,"Hailey, Arthur",scraper_virginia
1965,Fiction,,The Ambassador,"West, Morris",scraper_virginia
1965,Fiction,,Don't Stop the Carnival,"Wouk, Herman",scraper_virginia
1966,Fiction,,Valley of the Dolls,"Susann, Jacqueline",scraper_virginia
1966,Fiction,,The Adventurers,"Robbins, Harold",scraper_virginia
1966,Fiction,,The Secret of Santa Vittoria,"Crichton, Robert",scraper_virginia
1966,Fiction,,Capable of Honor,"Drury, Allen",scraper_virginia
1966,Fiction,,The Double Image,"MacInnes, Helen",scraper_virginia
1966,Fiction,,The Fixer,"Malamud, Bernard",scraper_virginia
1966,Fiction,,Tell No Man,"St. Johns, Adela Rogers",scraper_virginia
1966,Fiction,,Tai-Pan,"Clavell, James",scraper_virginia
1966,Fiction,,The Embezzler,"Auchincloss, Louis",scraper_virginia
1966,Fiction,,All in the Family,"O'Connor, Edwin",scraper_virginia
1967,Fiction,,The Arrangement,"Kazan, Elia",scraper_virginia
1967,Fiction,,The Confessions of Nat Turner,"Styron, William",scraper_virginia
1967,Fiction,,The Chosen,"Potok, Chaim",scraper_virginia
1967,Fiction,,Topaz,"Uris, Leon",scraper_virginia
1967,Fiction,,Christy,"Marshall, Catherine",scraper_virginia
1967,Fiction,,The Eighth Day,"Wilder, Thornton",scraper_virginia
1967,Fiction,,Rosemary's Baby,"Levin, Ira",scraper_virginia
1967,Fiction,,The Plot,"Wallace, Irving",scraper_virginia
1967,Fiction,,The Gabriel Hounds,"Stewart, Mary",scraper_virginia
1967,Fiction,,The Exhibitionist,"Sutton, Henry",scraper_virginia
1968,Fiction,,Airport,"Hailey, Arthur",scraper_virginia
1968,Fiction,,Couples,"Updike, John",scraper_virginia
1968,Fiction,,The Salzburg Connection,"MacInnes, Helen",scraper_virginia
1968,Fiction,,A Small Town in Germany,"Le Carre, John",scraper_virginia
1968,Fiction,,Testimony of Two Men,"Caldwell, Taylor",scraper_virginia
1968,Fiction,,Preserve and Protect,"Drury, Allen",scraper_virginia
1968,Fiction,,Myra Breckinridge,"Vidal, Gore",scraper_virginia
1968,Fiction,,Vanished,"Knebel, Fletcher",scraper_virginia
1968,Fiction,,Christy,"Marshall, Catherine",scraper_virginia
1968,Fiction,,The Tower of Babel,"West, Morris L.",scraper_virginia
1969,Fiction,,Portnoy's Complaint,"Roth, Philip",scraper_virginia
1969,Fiction,,The Godfather,"Puzo, Mario",scraper_virginia
1969,Fiction,,The Love Machine,"Susann, Jacqueline",scraper_virginia
1969,Fiction,,The Inheritors,"Robbins, Harold",scraper_virginia
1969,Fiction,,The Andromeda Strain,"Crichton, Michael",scraper_virginia
1969,Fiction,,The Seven Minutes,"Wallace, Irving",scraper_virginia
1969,Fiction,,Naked Came the Stranger,"Ashe, Penelope",scraper_virginia
1969,Fiction,,The Promise,"Potok, Chaim",scraper_virginia
1969,Fiction,,The Pretenders,"Davis, Gwen",scraper_virginia
1969,Fiction,,The House on the Strand,"du Maurier, Daphne",scraper_virginia
1970,Fiction,,Love Story,"Segal, Erich",scraper_virginia
1970,Fiction,,The French Lieutenant's Woman,"Fowles, John",scraper_virginia
1970,Fiction,,Islands in the Stream,"Hemingway, Ernest",scraper_virginia
1970,Fiction,,The Crystal Cave,"Stewart, Mary",scraper_virginia
1970,Fiction,,Great Lion of God,"Caldwell, Taylor",scraper_virginia
1970,Fiction,,QB VII,"Uris, Leon",scraper_virginia
1970,Fiction,,The Gang That Couldn't Shoot Straight,"Breslin, Jimmy",scraper_virginia
1970,Fiction,,The Secret Woman,"Holt, Victoria",scraper_virginia
1970,Fiction,,Travels with My Aunt,"Greene, Graham",scraper_virginia
1970,Fiction,,"Rich Man, Poor Man","Shaw, Irwin",scraper_virginia
1971,Fiction,,Wheels,"Hailey, Arthur",scraper_virginia
1971,Fiction,,The Exorcist,"Blatty, William P.",scraper_virginia
1971,Fiction,,The Passions of the Mind,"Stone, Irving",scraper_virginia
1971,Fiction,,The Day of the Jackal,"Forsyth, Frederick",scraper_virginia
1971,Fiction,,The Betsy,"Robbins, Harold",scraper_virginia
1971,Fiction,,Message from Malaga,"MacInnes, Helen",scraper_virginia
1971,Fiction,,The Winds of War,"Wouk, Herman",scraper_virginia
1971,Fiction,,The Drifters,"Michener, James A.",scraper_virginia
1971,Fiction,,The Other,"Tryon, Thomas",scraper_virginia
1971,Fiction,,Rabbit Redux,"Updike, John",scraper_virginia
1972,Fiction,,Jonathan Livingston Seagull,"Bach, Richard",scraper_virginia
1972,Fiction,,"August, 1914","Solzhenitsyn, Alexander",scraper_virginia
1972,Fiction,,The Odessa File,"Forsyth, Frederick",scraper_virginia
1972,Fiction,,The Day of the Jackal,"Forsyth, Frederick",scraper_virginia
1972,Fiction,,The Word,"Wallace, Irving",scraper_virginia
1972,Fiction,,The Winds of War,"Wouk, Herman",scraper_virginia
1972,Fiction,,Captains and the Kings,"Caldwell, Taylor",scraper_virginia
1972,Fiction,,Two from Galilee,"Holmes, Marjorie",scraper_virginia
1972,Fiction,,My Name Is Asher Lev,"Potok, Chaim",scraper_virginia
1972,Fiction,,Semi-Tough,"Jenkins, Dan",scraper_virginia
1973,Fiction,,Jonathan Livingston Seagull,"Bach, Richard",scraper_virginia
1973,Fiction,,Once Is Not Enough,"Susann, Jacqueline",scraper_virginia
1973,Fiction,,Breakfast of Champions,"Vonnegut, Kurt",scraper_virginia
1973,Fiction,,The Odessa File,"Forsyth, Frederick",scraper_virginia
1973,Fiction,,Burr,"Vidal, Gore",scraper_virginia
1973,Fiction,,The Hollow Hills,"Stewart, Mary",scraper_virginia
1973,Fiction,,Evening in Byzantium,"Shaw, Irwin",scraper_virginia
1973,Fiction,,The Matlock Paper,"Ludlum, Robert",scraper_virginia
1973,Fiction,,The Billion Dollar Sure Thing,"Erdman, Paul E.",scraper_virginia
1973,Fiction,,The Honorary Consul,"Greene, Graham",scraper_virginia
1974,Fiction,,Centennial,"Michener, James A.",scraper_virginia
1974,Fiction,,Watership Down,"Adams, Richard",scraper_virginia
1974,Fiction,,Jaws,"Benchley, Peter",scraper_virginia
1974,Fiction,,"Tinker, Tailor, Soldier, Spy","Le Carre, John",scraper_virginia
1974,Fiction,,Something Happened,"Heller, Joseph",scraper_virginia
1974,Fiction,,The Dogs of War,"Forsyth, Frederick",scraper_virginia
1974,Fiction,,The Pirate,"Robbins, Harold J.",scraper_virginia
1974,Fiction,,I Heard the Owl Call My Name,"Craven, Margaret",scraper_virginia
1974,Fiction,,The Seven-Per-Cent Solution,"Watson, John H.",scraper_virginia
1974,Fiction,,The Fan Club,"Wallace, Irving",scraper_virginia
1975,Fiction,,Ragtime,"Doctorow, E. L.",scraper_virginia
1975,Fiction,,The Moneychangers,"Hailey, Arthur",scraper_virginia
1975,Fiction,,Curtain,"Christie, Agatha",scraper_virginia
1975,Fiction,,Looking for Mister Goodbar,"Rossner, Judith",scraper_virginia
1975,Fiction,,The Choirboys,"Wambaugh, Joseph",scraper_virginia
1975,Fiction,,The Eagle Has Landed,"Higgins, Jack",scraper_virginia
1975,Fiction,,The Greek Treasure: A Biographical Novel of Henry and Sophia Schliemann,"Stone, Irving",scraper_virginia
1975,Fiction,,The Great Train Robbery,"Crichton, Michael",scraper_virginia
1975,Fiction,,Shogun,"Clavell, James",scraper_virginia
1975,Fiction,,Humboldt's Gift,"Bellow, Saul",scraper_virginia
1976,Fiction,,Trinity,"Uris, Leon",scraper_virginia
1976,Fiction,,Sleeping Murder,"Christie, Agatha",scraper_virginia
1976,Fiction,,Dolores,"Susann, Jacqueline",scraper_virginia
1976,Fiction,,Storm Warning,"Higgins, Jack",scraper_virginia
1976,Fiction,,The Deep,"Benchley, Peter",scraper_virginia
1976,Fiction,,1876,"Vidal, Gore",scraper_virginia
1976,Fiction,,"Slapstick: or, Lonesome No More!","Vonnegut, Kurt",scraper_virginia
1976,Fiction,,The Lonely Lady,"Robbins, Harold",scraper_virginia
1976,Fiction,,Touch Not the Cat,"Stewart, Mary",scraper_virginia
1976,Fiction,,A Stranger in the Mirror,"Sheldon, Sidney",scraper_virginia
1977,Fiction,,The Silmarillion,"Tolkien, J.R.R.; Christopher Tolkien",scraper_virginia
1977,Fiction,,The Thorn Birds,"McCullough, Colleen",scraper_virginia
1977,Fiction,,Illusions: The Adventures of a Reluctant Messiah,"Bach, Richard",scraper_virginia
1977,Fiction,,The Honourable Schoolboy,"Le Carre, John",scraper_virginia
1977,Fiction,,Oliver's Story,"Segal, Erich",scraper_virginia
1977,Fiction,,Dreams Die First,"Robbins, Harold",scraper_virginia
1977,Fiction,,"Beggarman, Thief","Shaw, Irwin",scraper_virginia
1977,Fiction,,How To Save Your Own Life,"Jong, Erica",scraper_virginia
1977,Fiction,,Delta of Venus: Erotica,"Nin, Anais",scraper_virginia
1977,Fiction,,Daniel Martin,"Fowles, John",scraper_virginia
1978,Fiction,,Chesapeake,"Michener, James A.",scraper_virginia
1978,Fiction,,War and Remembrance,"Wouk, Herman",scraper_virginia
1978,Fiction,,Fools Die,"Puzo, Mario",scraper_virginia
1978,Fiction,,Bloodlines,"Sheldon, Sidney",scraper_virginia
1978,Fiction,,Scruples,"Krantz, Judith",scraper_virginia
1978,Fiction,,Evergreen,"Plain, Belva",scraper_virginia
1978,Fiction,,Illusions: The Adventures of a Reluctant Messiah,"Bach, Richard",scraper_virginia
1978,Fiction,,The Holcroft Covenant,"Ludlum, Robert",scraper_virginia
1978,Fiction,,Second Generation,"Fast, Howard",scraper_virginia
1978,Fiction,,Eye of the Needle,"Follett, Ken",scraper_virginia
1978,Fiction,,The Human Factor,"Greene, Graham",scraper_virginia
1978,Fiction,,The Far Pavilions,"Kaye, M.M.",scraper_virginia
1978,Fiction,,Prelude to Terror,"MacInnes, Helen",scraper_virginia
1978,Fiction,,The World According to Garp,"Irving, John",scraper_virginia
1978,Fiction,,Whistle,"Jones, James",scraper_virginia
1979,Fiction,,The Matarese Circle,"Ludlum, Robert",scraper_virginia
1979,Fiction,,Sophie's Choice,"Styron, William",scraper_virginia
1979,Fiction,,Overload,"Hailey, Arthur",scraper_virginia
1979,Fiction,,Memories of Another Day,"Robbins, Harold",scraper_virginia
1979,Fiction,,Jailbird,"Vonnegut, Kurt",scraper_virginia
1979,Fiction,,The Dead Zone,"King, Stephen",scraper_virginia
1979,Fiction,,The Last Enchantment,"Stewart, Mary",scraper_virginia
1979,Fiction,,The Establishment,"Fast, Howard",scraper_virginia
1979,Fiction,,The Third World War: August 1985,"Hackett, Gen. Sir John, et al.",scraper_virginia
1979,Fiction,,Smiley's People,"Le Carre, John",scraper_virginia
1979,Fiction,,Triple,"Follett, Ken",scraper_virginia
1979,Fiction,,Good as Gold,"Heller, Joseph",scraper_virginia
1979,Fiction,,There's No Such Place as Far Away,"Bach, Richard",scraper_virginia
1979,Fiction,,The Island,"Benchley, Peter",scraper_virginia
1979,Fiction,,Hanta Yo,"Hill, Ruth Beebe",scraper_virginia
1980,Fiction,,The Covenant,"Michener, James A.",scraper_virginia
1980,Fiction,,The Bourne Identity,"Ludlum, Robert",scraper_virginia
1980,Fiction,,Rage of Angels,"Sheldon, Sidney",scraper_virginia
1980,Fiction,,Princess Daisy,"Krantz, Judith",scraper_virginia
1980,Fiction,,Firestarter,"King, Stephen",scraper_virginia
1980,Fiction,,The Key to Rebecca,"Follett, Ken",scraper_virginia
1980,Fiction,,Random Winds,"Plain, Belva",scraper_virginia
1980,Fiction,,The Devil's Alternative,"Forsyth, Frederick",scraper_virginia
1980,Fiction,,The Fifth Horseman,"Collins, Larry and Dominique Lapierre",scraper_virginia
1980,Fiction,,The Spike,"de Borchgrave, Arnaud and Robert Moss",scraper_virginia
1980,Fiction,,Come Pour the Wine,"Freeman, Cynthia",scraper_virginia
1980,Fiction,,"Fanny, Being the True History of the Adventures of Fanny Hackabout Jones","Jong, Erica",scraper_virginia
1980,Fiction,,Loon Lake,"Doctorow, E.L.",scraper_virginia
1980,Fiction,,Answer as a Man,"Caldwell, Taylor",scraper_virginia
1980,Fiction,,The Tenth Commandment,"Sanders, Lawrence",scraper_virginia
1981,Fiction,,Noble House,"Clavell, James",scraper_virginia
1981,Fiction,,The Hotel New Hampshire,"Irving, John",scraper_virginia
1981,Fiction,,Cujo,"King, Stephen",scraper_virginia
1981,Fiction,,An Indecent Obsession,"McCullough, Colleen",scraper_virginia
1981,Fiction,,Gorky Park,"Smith, Martin Cruz",scraper_virginia
1981,Fiction,,Masquerade,"Williams, Kit",scraper_virginia
1981,Fiction,,"Goodbye, Janette","Robbins, Harold",scraper_virginia
1981,Fiction,,The Third Deadly Sin,"Sanders, Lawrence",scraper_virginia
1981,Fiction,,The Glitter Dome,"Wambaugh, Joseph",scraper_virginia
1981,Fiction,,No Time for Tears,"Freeman, Cynthia",scraper_virginia
1981,Fiction,,God Emperor of Dune,"Herbert, Frank",scraper_virginia
1981,Fiction,,The Legacy,"Fast, Howard",scraper_virginia
1981,Fiction,,The Cardinal Sins,"Greeley, Andrew M.",scraper_virginia
1981,Fiction,,The Last Days of America,"Erdman, Paul",scraper_virginia
1981,Fiction,,Free Fall in Crimson,"MacDonald, John D.",scraper_virginia
1982,Fiction,,"E.T., the Extra-Terrestrial Storybook","Kotzwinkle, William",scraper_virginia
1982,Fiction,,Space,"Michener, James A.",scraper_virginia
1982,Fiction,,The Parsifal Mosaic,"Ludlum, Robert",scraper_virginia
1982,Fiction,,Master of the Game,"Sheldon, Sidney",scraper_virginia
1982,Fiction,,Mistral's Daughter,"Krantz, Judith",scraper_virginia
1982,Fiction,,The Valley of Horses,"Auel, Jean M.",scraper_virginia
1982,Fiction,,Different Seasons,"King, Stephen",scraper_virginia
1982,Fiction,,North and South,"Jakes, John",scraper_virginia
1982,Fiction,,2010: Odyssey Two,"Clarke, Arthur C.",scraper_virginia
1982,Fiction,,The Man from St. Petersburg,"Follett, Ken",scraper_virginia
1982,Fiction,,The Prodigal Daughter,"Archer, Jeffrey",scraper_virginia
1982,Fiction,,Foundation's Edge,"Asimov, Isaac",scraper_virginia
1982,Fiction,,Crossings,"Steel, Danielle",scraper_virginia
1982,Fiction,,The One Tree: Book Two of The Second Chronicles of Thomas Covenant,"Donaldson, Stephen R.",scraper_virginia
1982,Fiction,,Spellbinder,"Robbins, Harold",scraper_virginia
1983,Fiction,,Return of the Jedi Storybook,"Vinge, Joan D., adapt.",scraper_virginia
1983,Fiction,,Poland,"Michener, James A.",scraper_virginia
1983,Fiction,,Pet Sematary,"King, Stephen",scraper_virginia
1983,Fiction,,The Little Drummer Girl,"Le Carre, John",scraper_virginia
1983,Fiction,,Christine,"King, Stephen",scraper_virginia
1983,Fiction,,Changes,"Steel, Danielle",scraper_virginia
1983,Fiction,,The Name of the Rose,"Eco, Umberto",scraper_virginia
1983,Fiction,,White Gold Wielder: Book Three of The Second Chronicles of Thomas Covenant,"Donaldson, Stephen R.",scraper_virginia
1983,Fiction,,Hollywood Wives,"Collins, Jackie",scraper_virginia
1983,Fiction,,The Lonesome Gods,"L'Amour, Louis",scraper_virginia
1983,Fiction,,Who Killed the Robins Family?,"Adler, Bill and Thomas Chastain",scraper_virginia
1983,Fiction,,The Robots of Dawn,"Asimov, Isaac",scraper_virginia
1983,Fiction,,August,"Rossner, Judith",scraper_virginia
1983,Fiction,,Ancient Evenings,"Mailer, Norman",scraper_virginia
1983,Fiction,,Moreta: Dragonlady of Pern,"McCaffrey, Anne",scraper_virginia
1984,Fiction,,The Talisman,"King, Stephen and Peter Straub",scraper_virginia
1984,Fiction,,The Aquitaine Progression,"Ludlum, Robert",scraper_virginia
1984,Fiction,,The Sicilian,"Puzo, Mario",scraper_virginia
1984,Fiction,,Love and War,"Jakes, John",scraper_virginia
1984,Fiction,,The Butter Battle Book,Dr. Seuss,scraper_virginia
1984,Fiction,,""". . . And the Ladies of the Club""","Santmyer, Helen Hooven",scraper_virginia
1984,Fiction,,The Fourth Protocol,"Forsyth, Frederick",scraper_virginia
1984,Fiction,,Full Circle,"Steel, Danielle",scraper_virginia
1984,Fiction,,The Life and Hard Times of Heidi Abromowitz,"Rivers, Joan",scraper_virginia
1984,Fiction,,Lincoln: A Novel,"Vidal, Gore",scraper_virginia
1984,Fiction,,The Walking Drum,"L'Amour, Louis",scraper_virginia
1984,Fiction,,The Haj,"Uris, Leon",scraper_virginia
1984,Fiction,,Strong Medicine,"Haley, Arthur",scraper_virginia
1984,Fiction,,First Among Equals,"Archer, Jeffrey",scraper_virginia
1984,Fiction,,The Dune Storybook,"Vinge, Joan D.",scraper_virginia
1985,Fiction,,The Mammoth Hunters,"Auel, Jean M.",scraper_virginia
1985,Fiction,,Texas,"Michener, James A.",scraper_virginia
1985,Fiction,,Lake Wobegon Days,"Keillor, Garrison",scraper_virginia
1985,Fiction,,If Tomorrow Comes,"Sheldon, Sidney",scraper_virginia
1985,Fiction,,Skeleton Crew,"King, Stephen",scraper_virginia
1985,Fiction,,Secrets,"Steel, Danielle",scraper_virginia
1985,Fiction,,Contact,"Sagan, Carl",scraper_virginia
1985,Fiction,,Lucky,"Collins, Jackie",scraper_virginia
1985,Fiction,,Family Album,"Steel, Danielle",scraper_virginia
1985,Fiction,,Jubal Sackett,"L'Amour, Louis",scraper_virginia
1985,Fiction,,Thinner,"King, Stephen",scraper_virginia
1985,Fiction,,Cider House Rules,"Irving, John",scraper_virginia
1985,Fiction,,The Hunt for Red October,"Clancy, Tom",scraper_virginia
1985,Fiction,,The Fourth Deadly Sin,"Sanders, Lawrence",scraper_virginia
1985,Fiction,,"Inside, Outside","Wouk, Herman",scraper_virginia
1986,Fiction,,It,"King, Stephen",scraper_virginia
1986,Fiction,,Red Storm Rising,"Clancy, Tom",scraper_virginia
1986,Fiction,,Whirlwind,"Clavell, James",scraper_virginia
1986,Fiction,,The Bourne Supremacy,"Ludlum, Robert",scraper_virginia
1986,Fiction,,Hollywood Husbands,"Collins, Jackie",scraper_virginia
1986,Fiction,,Wanderlust,"Steel, Danielle",scraper_virginia
1986,Fiction,,I'll Take Manhattan,"Krantz, Judith",scraper_virginia
1986,Fiction,,Last of the Breed,"L'Amour, Louis",scraper_virginia
1986,Fiction,,The Prince of Tides,"Conroy, Pat",scraper_virginia
1986,Fiction,,A Perfect Spy,"Le Carre, John",scraper_virginia
1986,Fiction,,A Matter of Honor,"Archer, Jeffrey",scraper_virginia
1986,Fiction,,Lie Down with Lions,"Follett, Ken",scraper_virginia
1986,Fiction,,The Eighth Commandment,"Sanders, Lawrence",scraper_virginia
1986,Fiction,,Act of Will,"Bradford, Barbara Taylor",scraper_virginia
1986,Fiction,,Cyclops,"Cussler, Clive",scraper_virginia
1987,Fiction,,The Tommyknockers,"King, Stephen",scraper_virginia
1987,Fiction,,Patriot Games,"Clancy, Tom",scraper_virginia
1987,Fiction,,Kaleidoscope,"Steel, Danielle",scraper_virginia
1987,Fiction,,Misery,"King, Stephen",scraper_virginia
1987,Fiction,,Leaving Home: A Collection of Lake Wobegon Stories,"Keillor, Garrison",scraper_virginia
1987,Fiction,,Windmills of the Gods,"Sheldon, Sidney",scraper_virginia
1987,Fiction,,Presumed Innocent,"Turow, Scott",scraper_virginia
1987,Fiction,,Fine Things,"Steel, Danielle",scraper_virginia
1987,Fiction,,Heaven and Hell,"Jakes, John",scraper_virginia
1987,Fiction,,The Eyes of the Dragon,"King, Stephen",scraper_virginia
1987,Fiction,,The Haunted Mesa,"L'Amour, Louis",scraper_virginia
1987,Fiction,,The Bonfire of the Vanities,"Wolfe, Tom",scraper_virginia
1987,Fiction,,Legacy,"Michener, James A.",scraper_virginia
1987,Fiction,,2061: Odyssey Three,"Clarke, Arthur C.",scraper_virginia
1987,Fiction,,Weep No More My Lady,"Clark, Mary Higgins",scraper_virginia
1988,Fiction,,The Cardinal of the Kremlin,"Clancy, Tom",scraper_virginia
1988,Fiction,,The Sands of Time,"Sheldon, Sidney",scraper_virginia
1988,Fiction,,Zoya,"Steel, Danielle",scraper_virginia
1988,Fiction,,The Icarus Agenda,"Ludlum, Robert",scraper_virginia
1988,Fiction,,Alaska,"Michener, James A.",scraper_virginia
1988,Fiction,,Till We Meet Again,"Krantz, Judith",scraper_virginia
1988,Fiction,,The Queen of the Damned,"Rice, Anne",scraper_virginia
1988,Fiction,,To Be the Best,"Bradford, Barbara Taylor",scraper_virginia
1988,Fiction,,One: A Novel,"Bach, Richard",scraper_virginia
1988,Fiction,,Mitla Pass,"Uris, Leon",scraper_virginia
1988,Fiction,,The Bonfire of the Vanities,"Wolfe, Tom",scraper_virginia
